date,city,state,dead,injured,total,description
1/12/19,New Orleans,Louisiana,2,2,4,Two people were killed and two injured at an intersection hours after the first mass shooting in the city.
1/11/19,Tolleson,Arizona,0,5,5,Five teenagers were wounded at a Halloween party in a vacant home.
1/11/19,San Angelo,Texas,0,4,4,Four people were wounded in a drive-by shooting outside a night club.
1/10/19,St. Louis,Missouri,0,4,4,Four men were wounded after two cars drove by a crowd of people and opened fire.
1/9/19,Hartford,Connecticut,0,4,4,Three men and a 17-year-old boy were wounded in a shooting.
1/9/19,Toledo,Ohio,0,4,4,Four people were found shot in the early morning.
1/9/19,Rocky Mount,North Carolina,0,4,4,Four people were shot at a private party at a Moose Lodge.
1/9/19,Valley,Alabama,0,7,7,Six adult males and a 15-year-old boy were wounded outside a kindergarten after an argument over a Lanett vs. Lafayette football game escalated.
1/7/19,Baltimore,Maryland,0,4,4,"Four women were injured after a suspect opened fire on them, two were discovered by police, the others privately entered the hospital."
1/6/19,Portsmouth,Virginia,1,3,4,One person was killed and three were critically injured in an overnight shooting.
1/6/19,Macon,Georgia,0,4,4,Three men and a woman were injured after a suspect opened fire at a block party.
1/6/19,Chicago,Illinois,0,4,4,An adult male and three teenagers were wounded in a shooting in the Austin community of Chicago.
1/6/19,Allendale,South Carolina,0,5,5,Five men were wounded in a shooting at a car wash.
1/6/19,Chicago,Illinois,0,4,4,Four men were wounded in two separate locations near Northwestern University's Gold Coast campus.
1/6/19,Atlanta,Georgia,0,5,5,Police discovered three individuals wounded after responding to a shooting; an additional two were transported via personal vehicles to the hospital.
1/5/19,Boston,Massachusetts,1,3,4,One person was killed and three were wounded while sitting in a parked car in Boston's Dorchester neighborhood.
1/2/19,San Diego,California,0,4,4,A fight broke out at a house party and shots were fired; four people were wounded.
1/1/19,Tallahassee,Florida,0,5,5,Five people were shot and wounded around 3am local time at the University Village Shopping Center.
1/1/19,Columbia,South Carolina,0,5,5,Five people were shot and wounded outside of a nightclub around 6am local time.
12/31/18,Cleveland,Ohio,3,2,5,A dispute began at a rented Airbnb during a New Year's Eve party. Three men were killed and another man and woman were wounded.
12/29/18,Lima,Ohio,1,3,4,One person was killed and three people were wounded in a shooting at an afterhours club.
12/28/18,St. Charles,Missouri,4,1,5,"A gunman shot and killed his girlfriend, her two children, and her mother. He was arrested after exchanging fire with police and attempting to carjack a vehicle."
12/24/18,Lutcher,Louisiana,2,2,4,Three people were killed and two others were wounded in a shooting outside of a bar.
12/23/18,Springfield,Missouri,0,7,7,Seven people were wounded during a shooting at a holiday party.
12/22/18,Las Vegas,Nevada,0,4,4,Four people were wounded during a shooting at a holiday party.
12/18/18,Baltimore,Maryland,0,5,5,Five people were injured in a shooting outside a deli.
12/15/18,Miami,Florida,0,5,5,Five people were wounded in a shooting.
12/14/18,Colorado,Colorado,1,3,4,One person was killed and three others were injured in a shooting near the Colorado Springs Airport.
12/13/18,Philadelphia,Pennsylvania,0,4,4,Four men were injured in a shooting that occurred inside a barbershop. The suspect evaded police but the weapon was recovered.
12/11/18,Dunn,North Carolina,3,1,4,A man killed three people and injured one in a shooting after a fight at a home. The shooter was arrested after crashing a vehicle he stole from the scene.
12/10/18,Spartanburg,South Carolina,0,6,6,Six people were injured in a shooting at a fast food restaurant. One suspect was arrested and another turned himself in to police. A third person is also suspected of being involved.
12/10/18,Las Vegas,Nevada,0,4,4,Four people were wounded after being shot in central Las Vegas.
12/8/18,Pittsburgh,Pennsylvania,0,4,4,A woman shot and injured four people in a street fight in the East Liberty neighborhood of Pittsburgh. She later turned herself in to police.
12/8/18,Clearlake,California,4,1,5,A father killed three of his children and wounded the fourth before killing himself.
12/7/18,Memphis,Tennessee,0,5,5,Five people were wounded in a shooting near a community center. Police believe the shooting was spurred by an earlier fight over a dice game.
12/6/18,New York City,New York,0,4,4,Four people were injured in a shooting in the Bronx.
12/5/18,Omaha,Nebraska,0,7,7,Seven people were wounded in a shooting.
12/5/18,Paulsboro,New Jersey,0,4,4,Four people were injured by gunfire in a shooting following a fight at a birthday party.
12/3/18,Modesto,California,0,4,4,Four people were injured when shots were fired through the garage door of the garage they were in.
12/1/18,Nashville,Tennessee,3,2,5,"A man wounded his stepmother and killed her two daughters before highjacking a car, killing the driver and wounding the passenger. A suspect was arrested after abandoning the car."
11/26/18,Powell,Tennessee,0,4,4,Four people were wounded in a shooting. Two suspects were taken into custody by police.
11/25/18,Oakland,California,0,4,4,Four people were wounded in a drive-by shooting while attending a vigil for a resident of their area who had died of natural causes.
11/25/18,Demopolis,Alabama,2,2,4,Two people were killed and two others were wounded in a shooting at an intersection.
11/25/18,Houston,Texas,1,6,7,"A thirteen-year-old boy was killed and six other people were injured in a shooting at a block party. At least two shooters were involved, and police believe it may have been gang-related."
11/24/18,Orlando,Florida,2,2,4,Two people were killed and two others were wounded in a shooting outside a pizza shop. A suspect was taken into custody by police.
11/23/18,Miami,Florida,2,2,4,"Two people were killed and five others were wounded in a shooting outside of a convenience store. Two of the injured were hit with bullets, the other three were injured in other ways."
11/22/18,Fort Wayne,Indiana,3,2,5,"Three people were killed and two others were injured in a home invasion shooting. One person was arrested the next day, and police suspect another person was involved."
11/21/18,St. Louis,Missouri,0,4,4,Four people were injured in a shooting in the Penrose neighborhood of St. Louis.
11/19/18,Philadelphia,Pennsylvania,4,0,4,Four people were discovered shot execution style in the head in a basement of a home.
11/19/18,Chicago,Illinois,4,0,4,"Mercy Hospital shooting: A gunman opened fire in the Mercy Hospital and Medical Center in Chicago, killing a doctor at the hospital who was his former fiancée, a police officer, and one other person before being killed either by himself or by police."
11/19/18,Denver,Colorado,1,3,4,One person was killed and three others were injured in a shooting in the LoDo neighborhood.
11/18/18,Los Angeles,California,1,3,4,"A man killed his girlfriend and wounded his uncle and grandmother in a shooting in Watts, Los Angeles. The shooter was also injured, either during a confrontation with police or by a self-inflicted gunshot."
11/16/18,Little Rock,Arkansas,3,1,4,"Police found a boy suffering from gunshot injuries, then discovered a car that had crashed into a ditch. Inside the car were three people who had all been shot and killed."
11/16/18,Wheatland,Wisconsin,1,3,4,"Two people were shot inside a home, and two others were shot at a gas station. One of the victims later died of their injuries."
11/14/18,Baton Rouge,Louisiana,3,1,4,Three people were killed and one person was injured in a shooting.
11/13/18,Indianapolis,Indiana,2,2,4,A man killed two people and wounded two others after shooting them during what police believe to be a drug robbery. One of the deceased men is suspected to have been the perpetrator.
11/13/18,Tsayatoh,New Mexico,4,1,5,A person killed three people and injured a fourth before killing themself in a residence in an apparent murder–suicide.
11/12/18,Natachitoches,Louisiana,1,3,4,One person was killed and three others were wounded in a shooting just before midnight.
11/11/18,Robbins,Illinois,1,4,5,"Shooting of Jemel Roberson: A man re-entered a bar after being ejected and began to fire, wounding three people and becoming injured himself. Armed security guards apprehended the suspect. Responding officers saw one of the security guards with a gun, and shot and killed him."
11/11/18,Globe,Arizona,3,3,5,Three people were killed and one injured when a man began firing at 5 individuals at a bar following a pool game. The suspect was arrested.
11/8/18,San Francisco,California,1,4,5,One person was killed and four others were shot in an early-morning shooting in the Crocker-Amazon neighborhood of San Francisco.
11/8/18,Columbus,Ohio,0,4,4,Two adults and two children were wounded in a shooting at a party at a park in north Columbus.
11/8/18,Thornton,Colorado,1,3,4,"After being kicked out of a sports bar following several fights, a man returned with a gun and killed a bartender. Three others were wounded by gunfire. The shooter was taken into custody."
11/7/18,Houston,Texas,0,4,4,Four people were injured in a drive-by shooting while they were inside their car at restaurant.
11/7/18,Reddick,Florida,0,4,4,"Gunmen injured four people—two inside a mobile home, and two in separate vehicles outside of the home."
11/6/18,Montgomery,Alabama,0,4,4,Four people were injured in a shooting after a verbal altercation. Three suspects were arrested.
11/6/18,Orlando,Florida,5,1,6,"After barricading himself and his four children in a home for nearly 24 hours, a man shot and wounded a police officer before killing the four children and himself."
11/5/18,St. Louis,Missouri,0,4,4,Two children and two adults were injured when shooters fired at them from two cars.
11/5/18,Talihina,Oklahoma,1,4,5,"Four police officers were injured in a shootout while trying to execute a search warrant, either by gunfire or from shrapnel from explosives in the home. The suspect was killed."
11/3/18,South Bend,Indiana,0,6,6,Six people were wounded when a man began shooting at a house party. He was arrested.
11/3/18,Champaign,Illinois,1,3,4,Three people were wounded and one other was fatally injured in a nightclub shooting following a verbal argument.
11/3/18,Saginaw,Michigan,0,5,5,Five people were injured in a shooting following an argument at a party.
11/2/18,Detroit,Michigan,4,3,7,Three women were killed and three police officers were wounded before a gunman killed himself in a murder–suicide in a home.
11/1/18,St. Robert,Missouri,2,2,4,"Four people were discovered in a vehicle, two deceased and two wounded, after police responded to calls of an abandoned car."
10/31/18,Detroit,Michigan,1,3,4,A fifteen-year-old boy was killed and three other people were wounded in a shooting at a home after a robbery.
10/30/18,Vallejo,California,2,3,5,Two people were killed and three others were wounded in a shooting.
10/30/18,Los Angeles,California,0,5,5,Five people were injured in a drive-by shooting in South Los Angeles.
10/29/18,Riverside,California,0,7,7,Seven people were wounded in a shooting following a fight at a nightclub.
10/28/18,El Dorado,Arkansas,2,2,4,Two people were killed and two were injured in a shooting at a home.
10/27/18,Pittsburgh,Pennsylvania,11,6,17,"Pittsburgh synagogue shooting: A man opened fire in the Tree of Life synagogue in an antisemitic attack, killing eleven people and injuring six others . The suspect was taken into custody by police."
10/27/18,Memphis,Tennessee,0,5,5,Five people were wounded by several shooters at a high school Halloween party.
10/26/18,Jersey City,New Jersey,1,3,4,A seventeen-year-old was killed and three other people were wounded in a shooting.
10/24/18,Chicago,Illinois,0,5,5,Several gunmen wounded five people who were standing on a sidewalk.
10/22/18,Chicago,Illinois,0,6,6,"Six people were injured at a funeral service for Vantrease Criss, a rapper who was killed a week before."
10/21/18,Lakewood,Washington,1,3,4,One person was killed and three were wounded after three gunmen began shooting at a nightclub following an argument.
10/21/18,Jacksonville,Florida,0,6,6,Six people were injured in a drive-by shooting before an NFL game between the Houston Texans and the Jacksonville Jaguars. Those injured were between the ages of 20 and 70.
10/16/18,Atlanta,Georgia,0,4,4,Four people were injured in a drive-by shooting.
10/15/18,Columbia,Tennessee,5,0,5,A mother and four teenage children were found by an older brother in an apparent murder–suicide in which the mother is the reported perpetrator.
10/14/18,North Las Vegas,Nevada,3,1,4,Three people were killed and one was wounded after someone arguing with them outside a shopping center shot them and fled.
10/14/18,East Palo Alto,California,2,2,4,Two people were killed and two were injured in a shooting outside of a Halloween party.
10/14/18,Fort Worth,Texas,0,4,4,Two children and two adults were injured in a drive-by shooting.
10/13/18,Taft,Texas,4,1,5,"A dispute at a one-year-olds birthday party, resulted in four men killed and one wounded."
10/13/18,St. Louis,Missouri,0,4,4,Four people were wounded near Glasgow Village when one or more people shot into a home.
10/11/18,Memphis,Tennessee,2,4,6,Two people were killed and four people were wounded when they were shot after an argument over gambling.
10/8/18,St. Louis,Missouri,0,4,4,A man wounded four people at a gas station after shooting at them from his truck. He was arrested by police.
10/8/18,Detroit,Michigan,0,4,4,Four people were wounded by a gunman who was later taken into custody.
10/6/18,Chicago,Illinois,1,5,6,One person was killed and five others were injured in a drive-by shooting.
10/6/18,Indianapolis,Indiana,1,4,5,A 14-year-old boy was killed and four other people were wounded at a party. A 14-year-old boy was arrested in connection to the shooting.
10/6/18,Bloomington,Illinois,2,2,4,Two people were killed and two others were wounded after a shooting at a birthday party. The suspect was later taken into custody.
10/6/18,Aurora,Illinois,0,7,7,"Seven people were injured after gunfire broke out at a party. Several men arrived at the home and began to shoot, and an attendee at the party shot back. The police believe the incident was gang-related."
10/6/18,Bradenton,Florida,1,5,6,One person was killed and five others were injured after a fight in a bar moved outside and a member of one of the groups began shooting.
10/6/18,Valley Village,California,0,6,6,Six people were injured by gunfire at a birthday party.
10/2/18,Paintsville,Kentucky,5,0,5,A gunman killed two people in a home and two other people in an apartment building before killing himself in a murder–suicide.
9/24/18,Memphis,Tennessee,3,2,5,"A fight at an apartment complex, reportedly got out of control and three people were killed and two women wounded."
9/21/18,Aberdeen,Maryland,4,3,7,"Aberdeen, Marylandand Shooting: An employee of the Rite Aid Distribution facility killed three victims before wounding herself. The shooter died later in the hospital."
9/20/18,Middleton,Wisconsin,1,3,4,"A gunman opened fire at the WTS Paradigm software company and wounded three people. The gunman was injured in a shootout with the police, and later died in the hospital."
9/20/18,Masontown,Pennsylvania,1,4,5,A gunman opened fire in a municipal building and wounded four people before being shot by officer who responded to the incident.
9/17/18,Silver Spring,Maryland,4,1,5,"A father shot and killed his wife and two children, and injured his adult stepdaughter, before he committed suicide."
9/13/18,Bakersfield,California,6,0,6,"A gunman opened fire at three locations after following a witness to another store and then to a private home. He killed two women and three men before carjacking a woman and child, and committing suicide when police approached."
9/12/18,Madison,Wisconsin,0,4,4,Four people were injured by gunfire inside a strip club following a fight. One additional person was stabbed.
9/12/18,Laurinburg,North Carolina,1,3,4,One person was killed and three others were wounded in a shooting.
9/7/18,Orlando,Florida,1,4,5,"Following a fight, a man was killed and four other people were injured by gunshots. Two people were arrested."
9/7/18,Prices Corner,Delaware,5,0,5,A man killed his wife and three children in their home before killing himself in a murder–suicide.
9/6/18,Boston,Massachusetts,0,4,4,Four people were injured in a shooting at a house party.
9/6/18,Kannapolis,North Carolina,0,4,4,Four people were wounded after a gunman began shooting outside a high school graduation party.
9/6/18,Philadelphia,Pennsylvania,1,4,5,Four or five gunmen killed one person and injured four others.
9/5/18,Omaha,Nebraska,0,4,4,Four people were injured in a suspected drive-by shooting outside an apartment complex.
9/5/18,St. Louis,Missouri,0,4,4,Four people were wounded in a shooting.
9/4/18,Vallejo,California,0,4,4,Four people were injured in a shooting outside an apartment complex.
9/3/18,Yountville,California,5,0,5,Yountville Shooting: A man entered the Veterans Home of California and held three staff members hostage. He killed the three staff members  before killing himself in a murder–suicide.
9/3/18,Wadesboro,North Carolina,3,1,4,A man killed three people and injured one other in a shooting at a restaurant and bar. He was arrested two days later.
8/27/18,Pine Bluff,Arkansas,1,3,4,"An unidentified individual fired from a vehicle on a group of people standing outside a home, killing one and injuring three."
8/26/18,Wichita Falls,Texas,1,3,4,"One person was killed and three others were wounded inside a residence. Authorities took a man into custody in connection with the shooting. According to reports, the deceased victim was shot in the chest."
8/26/18,Jacksonville,Florida,3,11,14,"Jacksonville Landing Shooting: A gunman killed two people and wounded eleven more at a Madden NFL 19 competition before killing himself. The shooter was identified as David Katz, an individual who had reportedly been eliminated from the competition before the shooting."
8/25/18,Richmond,Virginia,0,6,6,"Five people were shot and wounded during an armed robbery of Liquid Café. One other individual had an unspecified injury ""by other means"" than gunfire."
8/25/18,Nashville,Tennessee,1,4,5,Two gunmen reportedly shot five people outside a residence. One victim was shot in the chest and later died at Vanderbilt University Medical Center.
8/23/18,Philadelphia,Pennsylvania,0,4,4,Four people were injured during a shooting in the Oxford Circle neighborhood of Philadelphia.
8/22/18,St. Louis,Missouri,0,4,4,"A rapper's tour van ""came under fire"" on I-64 after a concert at around 11:05 PM. Four people were injured. It's not clear if the rapper himself was shot."
8/21/18,Memphis,Tennessee,0,6,6,"Six people were wounded by gunfire in a shooting outside of an apartment complex, following a large fight in the same location the previous day. One of the wounded men was arrested, but charges against him were later dropped."
8/20/18,Cleveland,Ohio,1,3,4,A fight over drugs resulted in one person being killed and three others being wounded.
8/20/18,Jackson,Tennessee,1,4,5,Five people were injured in a shooting at a bar. One of the victims later died of his injuries.
8/19/18,Detroit,Michigan,1,3,4,One person was killed and three others were wounded in a drive-by shooting at a family gathering.
8/19/18,Chicago,Illinois,0,5,5,Five were wounded in a shooting after a softball game in the Grand Crossing neighborhood of Chicago.
8/18/18,Trenton,New Jersey,0,5,5,"Four people were wounded by gunfire following an event where school supplies were distributed to children. A fifth person, a child, received minor injuries after being struck by a dirt bike operated by one of the attackers."
8/18/18,New York City,New York,0,4,4,Four people were injured during gunfire during a drive-by shooting following a fight in a Bronx lounge.
8/17/18,Chicago,Illinois,0,7,7,Seven people were wounded in a shooting in the Englewood neighborhood of Chicago.
8/15/18,Greenwood,South Carolina,0,5,5,Five people were injured when they were shot during a backyard gathering to mourn the death of a family member who had died in a car accident earlier that month.
8/14/18,Wyncote,Pennsylvania,0,5,5,"After a dispute at a grocery store checkout line, a man pulled a handgun from his sister's waistband and wounded five people. The suspect was arrested."
8/12/18,New York City,New York,0,5,5,Five people were wounded outside of a nightclub in Queens after a dispute inside the club.
8/10/18,Birmingham,Alabama,0,4,4,Four people were injured when a person in a vehicle fired shots at them at an apartment complex.
8/8/18,Paterson,New Jersey,0,4,4,Four people were wounded by a gunman.
8/8/18,Philadelphia,Pennsylvania,2,4,6,Two people were killed and four were injured in a drive-by shooting in North Philadelphia.
8/7/18,Memphis,Tennessee,0,4,4,Four people were injured in a shooting.
8/7/18,Lowndes County,Alabama,0,6,6,"Six people, including a suspect, were wounded during a shooting at a bar."
8/4/18,Hickory,North Carolina,1,3,4,"Several people fired hundreds of rounds outside of a bar, killing one person and injuring three others. Three men were arrested."
8/4/18,Miami,Florida,2,2,4,Two people were killed and two were wounded in a shooting in the Liberty City neighborhood of Miami.
7/31/18,Gardena,California,2,3,5,"After becoming upset at a party, a man killed one person and wounded three others, including his girlfriend. He was driven from the scene by his friend and his friend's wife. He later shot and killed his friend, but his attempt to kill his friend's wife failed when his gun malfunctioned."
7/30/18,Chicago,Illinois,0,4,4,Four people were injured in a drive-by shooting.
7/30/18,Savannah,Georgia,0,4,4,Four people were injured when shots were fired during a dispute in a parking lot.
7/29/18,Lansing,Michigan,0,4,4,Four people were injured when they were shot after a fight broke out.
7/29/18,York,Pennsylvania,0,4,4,Four people were injured in a shooting.
7/29/18,Phoenix,Arizona,1,4,5,One person was killed and four were injured in a shooting following a verbal altercation at an inn.
7/28/18,New Orleans,Louisiana,3,7,10,Two gunmen killed three people and injured seven others in a shooting at a daiquiri shop.
7/28/18,Los Angeles,California,2,4,6,Two people were killed and six were injured in a drive-by shooting by a liquor store.
7/27/18,Chicago,Illinois,0,4,4,Three children and an adult were injured in a shooting.
7/27/18,Robstown,Texas,5,0,5,"A man killed his father and stepmother, as well as their adopted son and his stepmother's son, before killing himself in a murder–suicide at a nursing home."
7/26/18,Cleveland,Ohio,1,6,7,One person was killed and six were injured in a shootout involving multiple gunmen at a bar after the filming of a rap music video.
7/26/18,Oakland,California,2,2,4,"A gunman shot at a moving car, killing two occupants and injuring the other two."
7/26/18,Dallas,Texas,0,6,6,Six people were injured in a drive-by shooting.
7/25/18,New Orleans,Louisiana,0,4,4,Four people were injured when a truck pulled up beside a car and one or more of its occupants began shooting. A suspect was arrested.
7/23/18,Chicago,Illinois,0,5,5,Five people were wounded when someone began firing at them while they stood on a sidewalk.
7/21/18,Baltimore,Maryland,0,4,4,Four people were wounded in a shooting.
7/21/18,Chicago,Illinois,2,5,7,Two people were killed and five injured when they were shot by four gunmen in a park.
7/20/18,Sunnyside,Washington,1,4,5,One person was killed and four were injured after a shooter opened fire into a backyard party.
7/20/18,Elizabeth,New Jersey,0,4,4,Four people were wounded when three gunmen began shooting at them at a restaurant.
7/18/18,Oklahoma City,Oklahoma,0,4,4,"Four people were wounded when shots were fired during a large fight in an apartment complex. Four people were arrested on other charges, but the shooter or shooters were not identified."
7/16/18,Palm Beach Gardens,Florida,2,4,6,Two people were killed and four others were injured when a gunman began shooting at them while they were standing in a yard.
7/16/18,Philadelphia,Pennsylvania,1,4,5,Two gunmen killed one person and injured four others.
7/16/18,Washington,Washington D.C.,1,4,5,"Masked men drove up in a car and began shooting into a crowd, killing a ten-year-old girl and injuring three others. Three people were arrested in relation to the shooting."
7/15/18,Chattanooga,Tennessee,0,5,5,Five people were injured when a shooter fired into a group of people gathered in a parking lot outside a club.
7/15/18,Denver,Colorado,0,4,4,Four people were wounded during a shooting following a fight at a party.
7/14/18,Fort Washington,Maryland,0,4,4,Four people were injured in a shooting.
7/13/18,Richmond,Virginia,1,3,4,One person was killed and three people were wounded in a shooting outside a nightclub in Scott's Addition.
7/11/18,Thousand Oaks,California,13,16,29,"Thousand Oaks shooting: A man entered a bar hosting a student line-dancing event and killed twelve people, including a police officer. Sixteen other people were injured, one of them by gunfire. The gunman then killed himself."
7/7/18,Wetumpka,Alabama,3,2,5,A man killed his wife and one of his children and wounded his other two children before setting the house on fire and killing himself in a murder–suicide.
7/5/18,San Diego,California,0,5,5,Two men approached a group of people and wounded four people. A fifth victim was shot and wounded several blocks away. Police believe the first attack was gang-related.
7/3/18,Hurtsboro,Alabama,2,2,4,A man entered a restaurant and killed the restaurant's owner and wounded three others. He was later taken into custody by police.
7/2/18,Lake Worth,Florida,3,3,6,A man killed two people and injured three others in a series of shootings before being shot and killed by a police officer.
7/1/18,Plantation,Florida,0,4,4,Four people were wounded while leaving a private party.
7/1/18,Union Springs,Alabama,1,5,6,A shooting on US Highway 29 led to the shooting of another person at a local hospital. One person was killed and five others were wounded. Three suspects were arrested.
6/30/18,Baltimore,Maryland,0,6,6,Six people were injured at a barbecue when an unknown person walked into the yard and began firing.
6/30/18,Ashburn,Georgia,1,6,7,"Several shooters fired into a crowd that was fleeing a nightclub, killing one person and injuring six. Police arrested one suspect, and believe the shooting was gang-related."
6/30/18,Jersey City,New Jersey,0,5,5,Five people were injured when several people began exchanging gunfire. One suspect was arrested.
6/28/18,Annapolis,Maryland,5,2,7,Capital Gazette shooting: A gunman entered the offices of The Capital Gazette and killed five employees and wounded two others.
6/27/18,Oakland,California,1,3,4,One person was killed and three were injured when at least one person began shooting at them outside a mini-mart.
6/27/18,San Antonio,Texas,0,4,4,"During an argument between neighbors, two people drew weapons and wounded four people. One suspect was arrested."
6/27/18,Hartford,Connecticut,0,4,4,Four victims were injured in a drive-by shooting outside a bodega.
6/25/18,Chicago,Illinois,0,6,6,Six people were injured when a gunman began firing upon them as they stood near a park.
6/24/18,Indiantown,Florida,0,4,4,Four people were injured in a shooting at a block party.
6/24/18,Sandusky,Ohio,0,5,5,"After several fights inside a bar led the bar owner to close for the night, the fights continued outside before escalating to a shooting in which five people were wounded."
6/24/18,Gary,Indiana,1,3,4,One person was killed and three were wounded in a shooting.
6/24/18,Punta Gorda,Florida,0,4,4,Four people were wounded when an uninvited guest at a birthday party at an event center began shooting.
6/24/18,Sanford,North Carolina,1,6,7,One person was killed and six were injured during a fight at a birthday party. One of the wounded was arrested.
6/24/18,Palm Beach Gardens,Florida,1,3,4,One person was killed and three were injured in a shooting. Six teenage suspects were arrested in relation to the shooting after leading police on a car chase.
6/23/18,Wichita,Kansas,0,4,4,Four people were injured in a gang-related shooting.
6/23/18,Covington,Tennessee,0,4,4,Four people were injured in a shooting.
6/23/18,Chicago,Illinois,1,4,5,One person was killed and four others were injured after being shot at from a vehicle.
6/22/18,Homestead,Pennsylvania,1,3,4,One person was killed and three were injured when their car was shot at from another car.
6/21/18,San Bernardino,California,1,3,4,One person was killed and three were wounded in a fight that progressed to a shooting outside of a liquor store.
6/21/18,Chicago,Illinois,0,4,4,Four people were wounded in a shooting.
6/21/18,Morganza,Louisiana,0,4,4,Four people were wounded in a shooting.
6/20/18,Modesto,California,0,5,5,Five people were injured when someone drew a gun and began shooting during a fight.
6/19/18,Huntsville,Alabama,0,4,4,A man returned after an argument and wounded four people. He was later taken into custody.
6/18/18,Chicago,Illinois,2,3,5,Two people were killed and three people were injured in a shooting after a fight at a party.
6/18/18,Bloomington,Illinois,3,1,4,Three people were killed and a four-year-old child was wounded in a shooting.
6/17/18,Trenton,New Jersey,1,22,23,Art All Night shooting: Multiple gunmen wounded 17 people at the Art All Night festival. Five others were wounded when they were trampled by people around them. One of the suspected gunmen was shot and killed by police. Police suspect the shooting was gang-related.
6/17/18,Macon,Georgia,1,3,4,A teenager was killed and three other people were injured in a drive-by shooting during a cookout. A 15-year-old was later charged with the killing.
6/17/18,Chicago,Illinois,0,4,4,A gunman walked up to and wounded four people standing on the street.
6/17/18,Charlotte,North Carolina,0,4,4,Four people were injured in a shooting at a gas station.
6/14/18,Tracy,California,1,4,5,A fight turned into a shooting that resulted in a 15-year-old being killed and four other people being injured.
6/14/18,Union City,California,0,5,5,Five people were injured in a shooting that took place in a cemetery.
6/14/18,Buffalo,New York,1,4,5,One person was killed and four were wounded in a drive-by shooting.
6/14/18,Westminster,Colorado,1,3,4,"A 13-year-old boy was killed, and his mother, 8-year-old brother, and a bystander were wounded in a road rage incident after the shooter followed them to the parking lot of a dentist's office. The shooter was arrested."
6/14/18,Philadelphia,Pennsylvania,0,4,4,Four people were injured in a shooting.
6/10/18,Houston,Texas,1,3,4,"People began firing from a vehicle at people in a gas station parking lot, killing one person in a vehicle and wounding three others. The shooting is suspected to be gang-related."
6/10/18,Oakland,California,0,6,6,"Two men began shooting during a dispute, injuring six people in total including each other. Both men were arrested."
6/10/18,Tulsa,Oklahoma,0,4,4,"A man fired into a crowd outside a bar during a fight, injuring four people. Another person fired a gun into the air to try to stop the fight, but did not injure anyone."
6/9/18,Cincinnati,Ohio,4,2,6,"Fifth Third Center Shooting: A gunman entered a loading dock at the Fifth Third Center skyscraper and opened fire before entering the lobby of a building. Four people, including the shooter, were killed and two were injured."
6/5/18,Memphis,Tennessee,2,4,6,Two people were killed and four were injured after they were shot while traveling in a car by a gunman in another car.
6/5/18,Stillwater,Oklahoma,0,4,4,"After a fight and theft from the bar and a tip jar, private security shut down a party. As the guests left, several weapons were fired and four people were injured."
6/4/18,Virginia Beach,Virginia,1,3,4,One person was killed and three others were injured in a shooting.
6/4/18,Jacksonville,Florida,0,4,4,Four people were wounded in a shooting.
5/31/18,Timmonsville,South Carolina,3,2,5,"A man killed a woman and two of her daughters, and injured her husband and her third daughter, when he shot them at their home. He has been arrested."
5/27/18,Aurora,Colorado,1,3,4,A fight in a nightclub spilled into the parking lot and resulted in a shooting that killed one person and injured three others.
5/27/18,Shreveport,Louisiana,0,4,4,Four people were injured in a shooting on the bank of the Red River.
5/25/18,Cincinnati,Ohio,0,4,4,A shooting broke out after a man tried to rob a group of people playing dice. Four people were injured by gunshots. Two men were arrested.
5/20/18,Hazlehurst,Mississippi,1,7,8,"Two suspects fired shots into a nightclub, killing one person and wounding seven others."
5/20/18,Anderson,Indiana,0,4,4,Four people were wounded in a shooting at a block party.
5/18/18,Santa Fe,Texas,10,14,24,"Santa Fe High School shooting: A student at Santa Fe High School shot and killed ten people and wounded fourteen others. Explosive devices were also found, but they were not detonated. The suspect was taken into custody by police."
5/16/18,Ponder,Texas,5,1,6,A man wounded his ex-wife and killed their three children and his ex-wife's boyfriend before killing himself in a murder–suicide.
5/14/18,Baltimore,Maryland,0,4,4,Four men were wounded in a shooting near a playground.
5/13/18,Los Angeles,California,2,2,4,A man killed one teenage boy and wounded three others. One of the wounded boys died in the hospital several days later.
5/13/18,Stockton,California,3,2,5,"A shooter fired into a home, killing a five-year-old girl and her parents, and wounding two other family members."
5/13/18,Byhalia,Mississippi,0,4,4,"A man opened fire at a block party, possibly after a fight over a dice game, wounding four people. The suspect was arrested."
5/8/18,Chicago,Illinois,1,4,5,One person was killed and four were injured in the Austin neighborhood of Chicago.
5/8/18,Chicago,Illinois,1,5,6,Two shooters killed one person and wounded five others when they began shooting at a group standing on a sidewalk.
5/8/18,Chicago,Illinois,0,4,4,Four people were wounded by gunfire at a house party.
5/8/18,Chicago,Illinois,0,4,4,Four people were wounded at Humboldt Park when they were shot at by two people in a car.
5/8/18,Chicago,Illinois,0,8,8,Eight people were wounded when a group of men approached them in a courtyard and began shooting.
5/7/18,Lima,Ohio,1,5,6,One person was killed and five were injured in a shooting at a Fourth of July party.
5/7/18,Virginia Beach,Virginia,0,6,6,Six people were injured while walking down the street. A suspect was taken into custody.
5/7/18,Los Angeles,California,3,3,6,Three people were killed and three others were wounded during a Fourth of July party. Police believe the shooting was gang-related.
5/7/18,Albany,New York,0,4,4,Four people were injured in a shooting.
5/7/18,New York City,New York,0,4,4,Four people were injured in Brooklyn when they were shot at while standing outside.
