date,city,state,dead,injured,total,description
4/18/21,Montgomery,Alabama,1,4,5,"A shooting over the weekend left four people injured, including juveniles, and one woman dead."
4/17/21,Columbus,Ohio,1,5,6,A woman was killed and five were wounded after a shooting at a vigil for a homicide victim.
4/17/21,LaPlace,Louisiana,0,9,9,Nine people were shot and injured during a 12-year old's birthday party.
4/16/21,Detroit,Michigan,0,4,4,Four people were shot at a vigil on the East Side.
4/15/21,Indianapolis,Indiana,9,7,16,"Indianapolis FedEx shooting: A shooting occurred outside a FedEx facility near Indianapolis International Airport. Nine people were reported dead, including the shooter, who committed suicide. The shooter has been identified as 19-year old Brandon Scott Hole, a former employee of the FedEx facility."
4/15/21,Pensacola,Florida,0,5,5,Five people were shot outside an apartment complex. Police say there were four shooters.
4/15/21,Washington D.C.,Washington D.C.,0,4,4,Three men and a teenage girl were wounded in Northeast DC.
4/15/21,Chicago,Illinois,0,4,4,Four people were wounded in Humboldt Park.
4/13/21,Baltimore,Maryland,0,4,4,Four men were shot by at least two people while playing a dice game in East Baltimore.
4/10/21,Minneapolis,Minnesota,0,4,4,Three men and a juvenile were wounded at a local gas station.
4/9/21,Pittsburgh,Pennsylvania,0,4,4,A teenager shot four people on the street in Homewood South.
4/9/21,Monroe,Louisiana,1,3,4,"Responding officers found four people injured, with one later dying at the hospital."
4/9/21,Washington D.C.,Washington D.C.,3,3,6,"Six people were found injured in Northwest DC, with three later dying at a hospital."
4/9/21,Warner Robins,Georgia,1,4,5,A teenager was killed and four others injured while attending a block party.
4/9/21,Birmingham,Alabama,2,2,4,Two people were killed and two injured after an argument inside a strip mall store escalated. Three people were arrested and one went on the run.
4/9/21,Chicago,Illinois,0,5,5,Five people were injured in a drive-by shooting in Lawndale shortly after midnight.
4/8/21,Philadelphia,Pennsylvania,0,4,4,Four adults were wounded a block away from Temple University Hospital.
4/7/21,Danville,Illinois,0,4,4,Four people were wounded in a shooting at a rap concert.
4/7/21,Rantoul,Illinois,0,5,5,Two juveniles and three adults were wounded in a shooting.
4/7/21,Cincinnati,Ohio,2,3,5,Two people were killed and three injured in a shooting at a large teen party at a city park.
4/7/21,Omaha,Nebraska,1,4,5,"A group of people were fired upon in a parking lot, leaving one dead and four injured."
4/7/21,Peoria,Illinois,0,4,4,Two juveniles and two others were injured on Sunday night.
4/7/21,Dallas,Texas,3,2,5,A shooting at a neighborhood block party left three people dead and two injured.
4/7/21,Thermal,California,0,4,4,"An overnight shooting left four injured, two critically."
4/7/21,Dallas,Texas,0,5,5,A shooting at an Independence Day gathering in southeast Dallas left at least four people wounded.
4/7/21,Cleveland,Ohio,0,4,4,Four adults were wounded in an evening shooting.
4/7/21,Fort Worth,Texas,0,8,8,Eight people were wounded near a local car wash in the early morning.
4/7/21,Kansas City,Missouri,0,4,4,"Four adults were wounded at a local club, and all refused to talk with law enforcement about the incident."
4/6/21,Fruitport Township,Michigan,1,3,4,One person was killed and three injured.
4/4/21,Monroe,Louisiana,0,6,6,Two men were arrested for a shooting at a bar that wounded six people.
4/4/21,Birmingham,Alabama,1,6,7,"A woman was killed at a park, and six others, including a 5-year-old boy, were wounded."
4/4/21,Beaumont,Texas,0,4,4,Four people were wounded in a drive-by shooting.
4/3/21,Washington D.C.,Washington D.C.,0,5,5,Several people were injured in a shooting at a convenience store in the Southwest section of the district.
4/2/21,High Point,North Carolina,2,3,5,"During a hostage situation, a man killed a woman and shot three officers. The man was later killed by police."
4/1/21,New Orleans,Louisiana,0,4,4,"Three men and a fifteen-year-old boy were involved in a shoot-out in the 7th ward, and subsequently wounded by gunfire."
4/1/21,Lauderhill,Florida,0,7,7,Seven people were injured in a shooting.
3/31/21,Orange,California,4,2,6,"2021 Orange, California office shooting: Six people were shot. Four people, including a child, were killed and two hospitalized."
3/31/21,Washington D.C.,Washington D.C.,2,3,5,Five people were shot in the Congress Heights neighborhood. Two of the victims were killed and three others were injured.
3/30/21,Houston,Texas,0,4,4,Several people were wounded in the Acres Homes area in separate shootings. Houston Police believe the shootings may be connected.
3/28/21,San Antonio,Texas,0,4,4,"Four people were injured, two critically, after a shooting at an apartment complex."
3/28/21,Cleveland,Ohio,0,7,7,Seven people were injured after a shootout at a motorcycle club.
3/28/21,Essex,Maryland,5,1,6,A man killed his parents and two others before setting himself on fire. A fifth person was wounded by gunfire but survived.
3/28/21,Chicago,Illinois,0,4,4,Four people were struck by gunfire on a vehicle on Interstate 57.
3/27/21,Yazoo City,Mississippi,0,6,6,Several people were injured after a shooting at a nightclub.
3/27/21,Memphis,Tennessee,3,2,5,"In an early morning shooting in Northern Memphis, three people were killed and two people were injured. Of the injured, a man is in critical condition and a woman is in stable condition."
3/27/21,Chicago,Illinois,0,4,4,Four people were wounded after a shooting in the Austin neighborhood.
3/27/21,River Grove,Illinois,1,3,4,"Four people were shot, one fatally, on a party bus."
3/26/21,Virginia Beach,Virginia,2,8,8,"Eight people were injured after a fight led to a shooting. Two other shootings, one of which was officer-involved, also occurred that night, though it is unknown if they were related to the original shooting."
3/26/21,Chicago,Illinois,1,7,8,One person died and seven others were injured at a party in the Southwest Side of Chicago.
3/26/21,Philadelphia,Pennsylvania,0,7,7,"Seven people were shot outside a sports bar in Fishtown. Three of the victims are in critical condition, and four are in stable condition."
3/23/21,Atlanta,Georgia,0,4,4,"Four people including a child were injured at the entrance of the Cumberland Mall, although the mall was not evacuated. A similar shooting took place in December 2019."
3/23/21,Aliceville,Alabama,2,2,4,"Four people, including two high school students, were shot. One of the high school students later died."
3/22/21,Cleveland,Ohio,2,2,4,"Four people were shot at a restaurant, two fatally."
3/22/21,Boulder,Colorado,10,2,12,"2021 Boulder shooting: Ten people were killed including a Boulder police officer, in a shooting at a grocery store. The shooter was shot in the leg by responding police."
3/22/21,Detroit,Michigan,1,3,4,"Four people were shot in a vehicle, one fatally."
3/20/21,Dallas,Texas,1,7,8,One person died and seven others were wounded after a shooting at a nightclub.
3/20/21,Houston,Texas,0,5,5,Five people were shot at a nightclub.
3/20/21,Philadelphia,Pennsylvania,1,4,5,"Five people were shot, one fatally, at a party in the Nicetown neighborhood."
3/18/21,Gresham,Oregon,0,4,4,Four people were hospitalized after a shooting at a motel.
3/18/21,New Orleans,Louisiana,0,4,4,Four people were shot in the 7th Ward.
3/17/21,Stockton,California,0,5,5,Five people were wounded after a drive-by shooting at a vigil. Police say the victims are uncooperative.
3/16/21,Phoenix,Arizona,4,1,5,Four people died after a shooting at a home. One man was injured and is expected to survive.
3/16/21,Atlanta  and Acworth,Georgia,8,1,9,"2021 Atlanta spa shootings: A series of mass shootings occurred at massage parlors. Eight people were killed in the incidents and one person was wounded, six victims were women of Asian descent. The suspect was arrested in Crisp County and told police he planned to continue his massacre in Florida."
3/15/21,Indianapolis,Indiana,1,4,5,One person died and four were injured after an overnight shooting in the Northside.
3/14/21,Chicago,Illinois,2,13,15,Two people were killed and 13 injured at an early morning party in South Side.
3/14/21,Chicago,Illinois,0,4,4,Four people were injured during a robbery in the South Side.
3/14/21,Tampa,Florida,0,4,4,Four people were shot outside a banquet hall.
3/13/21,Richmond,Virginia,2,4,6,Two people were killed and four injured at a parking lot.
3/13/21,New York City,New York,0,5,5,"Five people were shot at a hookah parlor in Williamsburg, Brooklyn."
3/13/21,Orlando,Florida,1,3,4,One person was killed and three injured at an early morning party.
3/13/21,Indianapolis,Indiana,4,1,5,"Police found a woman who had been shot and learned there may be other victims at a different home. Police arrived at the home and found four dead, including a child."
3/12/21,Memphis,Tennessee,2,2,4,Two teenagers were killed and a teenager and an infant were wounded in a drive-by shooting at a gas station.
3/11/21,Norfolk,Virginia,3,2,5,A man killed three women and wounded two in a targeted domestic dispute. One of the wounded was targeted and the others attempted to help her.
3/11/21,Des Moines,Iowa,0,4,4,Four people were wounded in an evening shooting a block away from a middle school.
3/10/21,Bishopville,South Carolina,1,4,5,A man was killed and four others wounded in an early morning drive by shooting at a Waffle House.
3/9/21,Austin,Texas,1,3,4,A woman was killed and three others injured in an apartment complex close to US Highway 290 in East Austin.
3/9/21,Syracuse,New York,0,4,4,Four adults were wounded in an early morning shooting during an outdoor party.
3/9/21,New Iberia,Louisiana,1,3,4,"One person was killed and three injured outside a shoe store in a strip mall, after two men exited a car and opened fire."
3/8/21,Urbana,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.
3/7/21,Swainsboro,Georgia,1,3,4,One person was killed and three injured in a shooting at a sports bar.
3/7/21,Chicago,Illinois,0,4,4,Shortly before midnight four men were wounded in a drive-by shooting in Gresham.
